Hour	Tamb	tAmbDry	relHum	vWind	dirWind	pAmb_Pa	AISZ	AISA	IT_H	IB_H	ID_H	AI_H	IT_N	AI_N	IB_N	IT_S	IB_S	ID_S	AI_S	IT_E	IB_E	ID_E	AI_E	IT_W	IB_W	ID_W	AI_W	IT_surfUser_1	IB_surfUser_1	ID_surfUser_1	IDS_surfUser_1	IDG_surfUser_1	AI_surfUser_1	IT_surfUser_2	IB_surfUser_2	ID_surfUser_2	IDS_surfUser_2	IDG_surfUser_2	AI_surfUser_2	day	bool2	oldDayTemp	hour	bool	weight	TambSmooth	stopMelting	summerMonth
3620	7.10953331	7.10953331	0.871308594	0	0	95470.48438	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	0	1	0.166666667	5.036669731	1	0
3621	7.073688507	7.073688507	0.872039032	0	0	95469.49219	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	0	1	0.175	5.051125526	1	0
3622	7.038797379	7.038797379	0.872769547	0	0	95468.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	0	1	0.183333333	5.065158749	1	0
3623	7.005000114	7.005000114	0.873499985	0	0	95467.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	0	1	0.191666667	5.078820109	1	0
3624	6.972437859	6.972437859	0.874230499	0	0	95466.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	0	1	0.2	5.092165184	1	0
3625	6.941250801	6.941250801	0.874960938	0	0	95465.50781	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	0	1	0.208333333	5.105254054	1	0
3626	6.911579609	6.911579609	0.875691452	0	0	95464.51563	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	0	1	0.216666667	5.118151577	1	0
3627	6.882767677	6.882767677	0.876443405	0	0	95463.48438	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	0	1	0.225	5.130747914	1	0
3628	6.856604576	6.856604576	0.877173843	0	0	95462.49219	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	0	1	0.233333333	5.143482113	1	0
3629	6.832383633	6.832383633	0.877904282	0	0	95461.49219	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	0	1	0.241666667	5.156249615	1	0
3630	6.81024456	6.81024456	0.878634796	0	0	95460.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.25	5.169133902	1	0
3631	6.790123463	6.790123463	0.879182663	0	0	95459.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.258333333	5.182170514	1	0
3632	6.770867348	6.770867348	0.879547882	0	0	95458.50781	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.266666667	5.195102437	1	0
3633	6.752254009	6.752254009	0.879913101	0	0	95457.50781	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.275	5.207890189	1	0
3634	6.733739853	6.733739853	0.880289078	0	0	95456.48438	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.283333333	5.220395819	1	0
3635	6.716358662	6.716358662	0.880654297	0	0	95455.48438	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.291666667	5.232923329	1	0
3636	6.699548721	6.699548721	0.881019516	0	0	95454.49219	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.3	5.245332527	1	0
3637	6.683286667	6.683286667	0.881384811	0	0	95453.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.308333333	5.257630491	1	0
3638	6.66754818	6.66754818	0.881750031	0	0	95452.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.316666667	5.269823217	1	0
3639	6.652310371	6.652310371	0.88211525	0	0	95451.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.325	5.281916356	1	0
3640	6.637548923	6.637548923	0.882480469	0	0	95450.50781	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.333333333	5.293914318	1	0
3641	6.623240948	6.623240948	0.882845688	0	0	95449.51563	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.341666667	5.305821192	1	0
3642	6.608960152	6.608960152	0.883221664	0	0	95448.48438	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.35	5.317499113	1	0
3643	6.595498562	6.595498562	0.88358696	0	0	95447.49219	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.358333333	5.32923257	1	0
3644	6.582418442	6.582418442	0.883952179	0	0	95446.49219	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.366666667	5.340881538	1	0
3645	6.56969595	6.56969595	0.884317398	0	0	95445.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.375	5.352446616	1	0
3646	6.55730772	6.55730772	0.884682617	0	0	95444.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.383333333	5.363927786	1	0
3647	6.545229912	6.545229912	0.885047836	0	0	95443.50781	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.391666667	5.375324066	1	0
3648	6.533438683	6.533438683	0.885413055	0	0	95442.50781	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.4	5.386633682	1	0
3649	6.521575451	6.521575451	0.885789032	0	0	95441.48438	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.408333333	5.397717377	1	0
3650	6.510293961	6.510293961	0.886154327	0	0	95440.48438	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.416666667	5.408845743	1	0
3651	6.499227047	6.499227047	0.886519547	0	0	95439.49219	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.425	5.419877279	1	0
3652	6.488351822	6.488351822	0.886884766	0	0	95438.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.433333333	5.430807432	1	0
3653	6.477644444	6.477644444	0.887249985	0	0	95437.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.441666667	5.441630463	1	0
3654	6.46708107	6.46708107	0.887615204	0	0	95436.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.45	5.45233984	1	0
3655	6.456638336	6.456638336	0.887980499	0	0	95435.50781	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.458333333	5.462928454	1	0
3656	6.4462924	6.4462924	0.888345718	0	0	95434.51563	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.466666667	5.473388195	1	0
3657	6.435718536	6.435718536	0.888721695	0	0	95433.48438	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.475	5.483567238	1	0
3658	6.425496578	6.425496578	0.889086914	0	0	95432.49219	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.483333333	5.493740137	1	0
3659	6.415299892	6.415299892	0.889452133	0	0	95431.49219	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	1	1	0.491666667	5.503755097	1	0
3660	6.405104637	6.405104637	0.889817352	0	0	95430.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.5	5.513600826	1	0
3661	6.394988537	6.394988537	0.890033188	0	0	95429.83594	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.508333333	5.523316872	1	0
3662	6.385526657	6.385526657	0.89009964	0	0	95429.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.516666667	5.53320233	1	0
3663	6.376766205	6.376766205	0.890166016	0	0	95429.17188	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.525	5.54329834	1	0
3664	6.368424416	6.368424416	0.890234375	0	0	95428.82813	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.533333333	5.553471629	1	0
3665	6.360921383	6.360921383	0.890300751	0	0	95428.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.541666667	5.563960214	1	0
3666	6.353955746	6.353955746	0.890367203	0	0	95428.16406	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.55	5.574619317	1	0
3667	6.347472668	6.347472668	0.890433578	0	0	95427.82813	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.558333333	5.585431755	1	0
3668	6.341418266	6.341418266	0.890500031	0	0	95427.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.566666667	5.596379058	1	0
3669	6.335737705	6.335737705	0.890566406	0	0	95427.17188	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.575	5.607440412	1	0
3670	6.330376625	6.330376625	0.890632858	0	0	95426.83594	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.583333333	5.618593454	1	0
3671	6.325281143	6.325281143	0.890699234	0	0	95426.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.591666667	5.629814291	1	0
3672	6.32025528	6.32025528	0.890767593	0	0	95426.16406	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.6	5.640991974	1	0
3673	6.3155303	6.3155303	0.890833969	0	0	95425.82813	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.608333333	5.65226893	1	0
3674	6.310905933	6.310905933	0.890900421	0	0	95425.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.616666667	5.663529181	1	0
3675	6.306327343	6.306327343	0.890966797	0	0	95425.16406	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.625	5.67474097	1	0
3676	6.301740646	6.301740646	0.891033249	0	0	95424.83594	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.633333333	5.685871315	1	0
3677	6.297091007	6.297091007	0.891099625	0	0	95424.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.641666667	5.696884827	1	0
3678	6.292324066	6.292324066	0.891166077	0	0	95424.17188	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.65	5.707744598	1	0
3679	6.287237167	6.287237167	0.891234436	0	0	95423.82813	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.658333333	5.718314282	1	0
3680	6.282064915	6.282064915	0.891300812	0	0	95423.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.666666667	5.728742282	1	0
3681	6.276610851	6.276610851	0.891367188	0	0	95423.16406	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.675	5.738893855	1	0
3682	6.270820618	6.270820618	0.89143364	0	0	95422.82813	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.683333333	5.74872481	1	0
3683	6.264639378	6.264639378	0.891500015	0	0	95422.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.691666667	5.758188816	1	0
3684	6.258012772	6.258012772	0.891566467	0	0	95422.17188	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.7	5.767238045	1	0
3685	6.250886917	6.250886917	0.891632843	0	0	95421.83594	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.708333333	5.775823196	1	0
3686	6.243206501	6.243206501	0.891699295	0	0	95421.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.716666667	5.783892147	1	0
3687	6.23466444	6.23466444	0.891767654	0	0	95421.16406	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.725	5.791208398	1	0
3688	6.225692749	6.225692749	0.89183403	0	0	95420.82813	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.733333333	5.79806722	1	0
3689	6.216002464	6.216002464	0.891900406	0	0	95420.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	2	1	0.741666667	5.804243557	1	0
3690	6.20553875	6.20553875	0.891966858	0	0	95420.16406	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	3	1	0.75	5.809678316	1	0
3691	6.193897247	6.193897247	0.892282257	0	0	95420.16406	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	3	1	0.758333333	5.814045525	1	0
3692	6.179037094	6.179037094	0.892846756	0	0	95420.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	3	1	0.766666667	5.815751076	1	0
3693	6.160841942	6.160841942	0.893411179	0	0	95420.82813	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	3	1	0.775	5.814624333	1	0
3694	6.138887405	6.138887405	0.893992233	0	0	95421.17188	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	3	1	0.783333333	5.810249488	1	0
3695	6.114679337	6.114679337	0.894556656	0	0	95421.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	3	1	0.791666667	5.803724686	1	0
3696	6.087881565	6.087881565	0.895121155	0	0	95421.83594	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	3	1	0.8	5.794724655	1	0
3697	6.058739662	6.058739662	0.895685577	0	0	95422.17188	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	3	1	0.808333333	5.783383155	1	0
3698	6.027499676	6.027499676	0.89625	0	0	95422.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	3	1	0.816666667	5.769842521	1	0
3699	5.994407654	5.994407654	0.896814499	0	0	95422.82813	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	3	1	0.825	5.754253292	1	0
3700	5.959709644	5.959709644	0.897378922	0	0	95423.16406	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	3	1	0.833333333	5.736774206	1	0
3701	5.923651218	5.923651218	0.89794342	0	0	95423.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	3	1	0.841666667	5.717571803	1	0
3702	5.885371208	5.885371208	0.898524475	0	0	95423.83594	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	3	1	0.85	5.695880079	1	0
3703	5.847308636	5.847308636	0.899088898	0	0	95424.17188	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	3	1	0.858333333	5.673736989	1	0
3704	5.80863142	5.80863142	0.89965332	0	0	95424.5	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	3	1	0.866666667	5.650426833	1	0
3705	5.769584656	5.769584656	0.900217819	0	0	95424.83594	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4.622097015	3	1	0.875	5.626148701	1	0
